Event Title	Name of Company	City or Town of Origin	State of Origin	Country of Origin	Venue	Genre	Categories	Show Rating	Running Time	Audience Interaction	Nudity	Foul Language	Strobe Effects	Ticket Price	Short Blurb (175 Characters)	Long Blurb (450 Characters)	Facebook	Instagram	Twitter	Website	Your 2019 Orlando Fringe Schedule	Discount Tickets	One Time $6 Show Ticket	Event Input	Performances Input	Event Number	Event Landing
Shakespeare's Terminator the Second	Hardly Working Productions	Orlando	FL	UNITED STATES	Gold	Theatre	Shakespeare,Theatre,Drama	13 and up	60	NO	NO	NO	no	12	Shakespeare's Terminator the Second is a 17th century version of the film Terminator 2: Judgment Day, constructed solely of lines from the plays of William Shakespeare.	Let this pernicious hour stand aye accursed in the calendar. Our ingenious instrument, that we but teach bloody instructions, which, being taught, return to plague the inventor, razeth our cities, and subverts our towns, and in a moment makes them desolate. They call it Skynet.  A boy raised to be king. A mother protecting her son for his destiny. A gallant knight sent to protect the future leader. A truly Shakespearean tale, with cyborgs.	shakest2				Thursday, May 16th 10:30 PM Saturday, May 18th 10:30 PM Sunday, May 19th  9:00 PM Monday, May 20th  9:30PM Thursday, May 23rd 8:30 PM Saturday, May 25th 5:15 PM	Fringe Volunteer	Thursday May 16 10:30p	Becki 3/13		472	http://orlandofringe.showare.com/eventperformances.asp?evt=472
She Kills Monsters	Dr. Phillips High School Theatre Magnet	Orlando	FL	UNITED STATES	Orange	Theatre	LGBT,Comedy,Theatre,Feminist,Amateur	13 and up	90	NO	NO	YES	Yes; in the last five minutes	10	Agnes' boring existence comes to a halt when she starts a game of D&D to learn more about her dead sister Tilly in a show that celebrates the geek and warrior in us all.	Agnes Evans is a normal high school teacher with a normal boyfriend and normal friends. The mundanity of her existence comes to a halt when she embarks on a game of Dungeons & Dragons to learn more about her dead sister Tilly. Agnes encounters an array of monsters on her journey to connect with Tilly, but in the process, makes discoveries about herself. DPHS invites you to enjoy a show that speaks both to the inner geek and warrior within us all.	Dr. Phillips High School Theatre	dphstheatre	_troupe4276		Wednesday, May 15th 6:45 PM Friday, May 17th 6:00 PM Saturday, May 18th 12:00 PM Monday, May 20th 7:00 PM Tuesday, May 21st 6:30 PM Thursday, May 23rd 6:00 PM Saturday, May 25th 2:00 PM	Fringe Artist,Fringe Volunteer,Student		Becki 3/13		471	http://orlandofringe.showare.com/eventperformances.asp?evt=471
Shirley Valentine	Jericko Productions LLC	Orlando	FL	UNITED STATES	Brown	Spoken Word	Theatre	All Ages	75	NO	NO	NO	None	10	A Liverpool housewife trapped in a mundane marriage is tempted by an exotic Greek holiday to change her life and destiny. Starring Sarah-Lee Dobbs 2015 Critics choice winner.	Don"t miss this Tony Award winning dramatic comedy, SHIRLEY VALENTINE, brought to you by the team who gave you the 2015 Fringe Festival "Best Musical" TELL ME ON A SUNDAY, starring Sarah-Lee Dobbs, Critics Choice Best Female Performer. Shirley, trapped in domesticity with only her friend Jane and the wall to talk to, this Liverpool housewife dreams of escape to an exotic Greek Island. Come join her, for what happens next will steal your heart!					Thursday, May 16th 6:15 PM Saturday, May 18th 5:30 PM Sunday, May 19th 12:30 PM Tuesday, May 21st 6:30 PM Thursday, May 23rd 7:15 PM Saturday, May 25th 1:15 PM Sunday, May 26th 3:00 PM			Becki 3/13		469	http://orlandofringe.showare.com/eventperformances.asp?evt=469
SHOW OF FORCE	Skinned Knee Productions	New York	NY	UNITED STATES	Red	Theatre	LGBT,Political,Controversial,Feminist,Drama	13 and up	55	NO	NO	YES	no strobe effects	12	Young women soldiers raise a glass to safe returns and a brand new start. But with their buddies scattered and their families clueless, which is harder? War or peace?	A powerful dramatization of young military women coming home. They know themselves to be brave veterans, but their friends and family raise questions about female roles and cultural expectations: "Who do you think you are? You're not the woman you used to be." With wisdom and playfulness, with hard-won maturity and raw humor, these women confront the dis-ease, doubts and suspicions of the citizenry they fought for.	https://www.facebook.com/ShowofForceTheShow/	ShowOfForceTheShow	InOurOwnVoice	showofforcetheshow.com	Thursday, May 16th 7:30 PM Sunday, May 19th 7:00 PM Wednesday, May 22nd 5:30 PM Saturday, May 25th 3:00 PM			Becki 3/13		467	http://orlandofringe.showare.com/eventperformances.asp?evt=467
A Showgirls Musical	JMEG Theatrical	Winter Garden	FL	UNITED STATES	Orange	Musical	Comedy,Theatre,Play With Songs,Award Winning Production Company,First Time Director	18 and up	60	NO	YES	YES	Yes during volcano scene to simulate lightning	12	Based on everyone's favorite career killing cult classic, JMEG Theatrical takes you to the 90's with a parody musical that is sure to have more than just your eyes popping!!	Sequins. Sabotage. Sex in the pool? Based on everyone's favorite career killing cult classic, JMEG Theatrical takes you to the 90's with a parody musical that is sure to have more than just your eyes popping. Nomi Malone arrived in Las Vegas with just a suitcase and a dream. So pack your ice cubes, hitch a ride, and wear your best Versayce! You don't want to miss the next hit from the team behind the award winning S#it and ThanksKilling!	ashowgirlsmusical				Friday, May 17th        10:00 PM Saturday, May 18th        8:00 PM Sunday, May 19th        10:30 PM Thursday, May 23rd        8:15 PM Saturday, May 25th        6:30 PM Sunday, May 26th        10:15 PM	Fringe Artist,Fringe Volunteer,Student,Military,Theme Park Employee		Becki 3/13		465	http://orlandofringe.showare.com/eventperformances.asp?evt=465
The Soundtrack of My Life	Teater KEF	Malmo	Skane Region	SWEDEN	Brown	Theatre	Theatre,Family Friendly,One Person Show,Interactive,Award Winning Production Company	7 and up	60	YES	NO	NO	No	12	This multiple award-winning unforgettable, unique show is a musical cinematographic theatrical extravaganza about the inner "I".	This multiple award-winning unforgettable, unique show is a musical cinematographic theatrical extravaganza about the inner “I”. A traveling musician's life is told, shown and played through his own eyes. The musician is in constant live interaction with his alter ego on the screen: fighting him, exchanging jokes and even playing a trombone duet with him. Elias, named “Europe’s Golden Trombone”, uses live electronics to create his magical music.	https://www.facebook.com/teaterKEF/			www.trombonemagic.com	Wednesday, May 15th 8:45 PM Friday, May 17th 9:00 PM Saturday, May 18th 10:45 PM Sunday, May 19th 6:15 PM Wednesday, May 22nd 8:30 PM Thursday, May 23rd 9:00 PM Saturday, May 25th 11:30 AM			Becki 3/13		463	http://orlandofringe.showare.com/eventperformances.asp?evt=463
Space Hippo	Mochinosha Puppet Company	Tokyo	Tokyo	JAPAN	Pink	Comedy	Comedy,Puppetry,Satirical,Play With Songs,Award Winning Production Company	13 and up	60	NO	NO	NO	No.	12	A ordinary hippo travels through space on an epic space adventure in this award-winning, large-scale, Japanese shadow-puppetry show featuring original music and silly voices.	A ordinary hippo travels through space on an epic space adventure in this award-winning, large-scale, Japanese shadow-puppetry show. Watch us create a live animated movie using over 200 intricately cut shadow puppets, an original score by Elliott Loran and silly voices!  "Funny, delightful, surprisingly touching and beautifully executed" 5 STARS - CBC	TheWishesPuppetCompany	mysticalpuppetcompany	mochinosha	mochinosha.com	Wednesday, May 15th 5:30 PM Friday, May 17th 9:15 PM Saturday, May 18th 1:30 PM Sunday, May 19th 5:15 PM Wednesday, May 22nd 10:45 PM Saturday, May 25th 7:15 PM Sunday, May 26th 1:00 PM			Becki 3/13		461	http://orlandofringe.showare.com/eventperformances.asp?evt=461
Spare The Rod	Paris Crayton III	Brooklyn	NY	UNITED STATES	BYOV- Rainbow Venue at The Center	Theatre	LGBT,Theatre,One Person Show,Play With Songs,Drama	18 and up	60	NO	NO	NO	No	12	Told through music and monologue, Spare the Rod sheds light on what happens after dealing with years of physical abuse, neglect, and coming to terms with one's sexuality.	How do you find yourself when you have no idea where you might be? This story digs deep into the question as one man searches for himself in the broken pieces of his life. Told through music and monologue, Spare the Rod sheds light on what happens after dealing with years of physical abuse, neglect, and coming to terms with one's sexuality. "Throbs with emotional rawness."  - Orlando Sentinel. "A Powerful Personal performance." IndyFringe Talks	www.facebook.com/Pariscraytoniii	pariscrayton3			Thursday, May 16th 6:45 PM Saturday, May 18th 7:00 PM Sunday, May 19th 8:00 PM Thursday, May 23rd 10:15 PM Friday, May 24th 9:15 PM Saturday, May 25th 5:00 PM Sunday, May 26th 4:30 PM			Becki 3/13		332	http://orlandofringe.showare.com/eventperformances.asp?evt=332
Squeeze My Cabaret	Squeeze My Cabaret	Studio City	CA	UNITED STATES	BYOV- Starlite Room @ Savoy	Musical	Comedy,Theatre,One Person Show,Satirical,Parody	13 and up	60	YES	NO	NO	no	12	Cathy pokes the bear of Scientology along with its poster child Tom Cruise in a no holds barred, bawdy, naughty, silly musical trip.	In her true life original solo show Squeeze My Cans Cathy shares a glimpse behind the velvet curtain of Scientology.   In this musical "Squeeze" cabaret version Cathy pokes the bear of this ridiculous and insidious cult, along with its poster child Tom Cruise in a no holds barred, bawdy, naughty, silly musical trip.   All the shit she couldn't say, sing or do while drinking the Scientology Kool-Aid is packed into this tasty nugget of an evening!	https://www.facebook.com/squeezemycans1/	Squeeze My Cans	Squeeze My Cans	www.squeezemycans.com	Thursday, May 16th 7:25 PM Sunday, May 19th 5:00 PM Monday, May 20th 6:00 PM Thursday, May 23rd 9:35 PM Friday, May 24th 7:40 PM Saturday, May 25th 11:00 AM Sunday, May 26th 2:35 PM			Becki 3/12		452	http://orlandofringe.showare.com/eventperformances.asp?evt=452
Squeeze My Cans	Squeeze My Cans	Studio City	CA	UNITED STATES	BYOV- Starlite Room @ Savoy	Theatre	Theatre,One Person Show,Controversial,Award Winning Production Company	13 and up	75	NO	NO	NO	no	12	A true journey in to and out of Scientology. #2 of the TOP TEN local professional theater 2017 Tampa Bay Times Pick of the Fringe EDINBURGH (2017) Calgary, Vancouver (2018)	A true journey in/out of Scientology."Moving, hilarious, heart-breaking and redemptive. "Lets you experience for yourself how Scientology devours money and lives."Chicago Reader "Schenkelberg easily switches characters and time periods with dizzying energy, that is both exhilarating and electrifying." Edge Media At the top of the best performed, brilliantly written, elegantly directed one person shows I have ever seen."Buzz News #2 TBtimes 2017	https://www.facebook.com/squeezemycans1/	Squeeze My Cans	Squeeze My Cans	www.squeezemycans.com	Friday, May 17th 10:45 PM Saturday, May 18th 4:00 PM Sunday, May 19th 11:45 AM Thursday, May 23rd 7:40 PM Friday, May 24th 5:45 PM Saturday, May 25th 10:25 PM Sunday, May 26th 12:40 PM			Becki 3/12		451	http://orlandofringe.showare.com/eventperformances.asp?evt=451
Star-Crossed - A Dashiell Hamlet Tale	Reign Or Shine Productions	New York	NY	UNITED STATES	Brown	Theatre	Shakespeare,Theatre,Costume Period,2 Hander,Tragedy Tragi-Comedy	13 and up	60	YES	NO	NO	No	12	Romeo & Juliet and crime noir mash up? Yes, please! Two actors play all the roles, get the good lines, and juicy death scenes in this tour de farce can't-miss spectacle!	P.I. Dash Hamlet is hired by a young ingenue when she suspects her boyfriend has eyes for another dame: her cousin! A tour de farce crime noir inspired by Shakespeare's ROMEO & JULIET. Two actors play all the parts, get all the good lines, and all the good death scenes. Think you know how this story ends? Hot on the heels of last year's explosive DEAD FOR A DUCAT, this new Dash Hamlet case will leave you breathless. Here's looking at you, kid.	https://www.facebook.com/events/2278292232443181/		Star-Crossed_Play	www.reignorshineprod.com	Friday, May 17th 10:45 PM Saturday, May 18th 9:00 PM Sunday, May 19th 8:00 PM Monday, May 20th 9:45 PM Friday, May 24th 10:45 PM Sunday, May 26th 7:00 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military,Theme Park Employee	Friday, May 17th 10:45pm	Becki 3/12		450	http://orlandofringe.showare.com/eventperformances.asp?evt=450
STATIC	New Vintage Ensemble	New Orleans	LA	UNITED STATES	Purple	Theatre	LGBT,Theatre,Edinburgh Preview Play,Play With Songs,Award Winning Production Company	13 and up	50	NO	NO	NO	NO	12	STATIC is a hybrid theater / live concert production that follows a son's internal journey using music as a means to cope with losing his father to dementia.	STATIC is a hybrid theater / live concert production that tells the story of a son using music as a means to cope with losing his father to dementia.  STATIC is a multifaceted production that utilizes projections, live music, and a simplistic approach to story telling that delivers an emotional, moving performance that is sure to leave you heartened and shaken.	wearelightsound	wearelightsound	wearelightsound	wearelightsound.com	Friday, May 17th 8:45 PM Saturday, May 18th 5:00 PM Sunday, May 19th 6:30 PM Tuesday, May 21st 10:00 PM Saturday, May 25th 9:00 PM Sunday, May 26th 4:30 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military,Theme Park Employee	Tuesday, May 21st 10 PM	Becki 3/12		449	http://orlandofringe.showare.com/eventperformances.asp?evt=449
Strange Bedfellows	John Ryan and His DIVAS	Orlando	FL	UNITED STATES	Pink	Musical	Storytelling,LGBT,Comedy,Award Winning Production Company	13 and up	60	NO	NO	YES		12	Two husbands' heartfelt and hilarious journey to married life, told through the fabulously eclectic mix of music and culture that made them the (crazy) men they are today.	Two husbands' heartfelt and hilarious journey from Queens, New York through Quippman, Mississippi, to married life in Orlando, Florida via the lights of Broadway, the Blues of the South, and the roar of popular radio. This hilariously odd couple presents a fabulously eclectic mix of music and comedy as they explore the�"vastly different"�musical and cultural influences that made them the proud (and crazy) men they are today.	events/387631005365981/?ti=cl				Thursday, May 16th 11:00 PM Saturday, May 18th 5:15 PM Monday, May 20th 10:45 PM Thursday, May 23rd 9:15 PM Saturday, May 25th 9:00 PM Sunday, May 26th 10:15 PM			Becki 3/12		448	http://orlandofringe.showare.com/eventperformances.asp?evt=448
Super Variety Match Bonus Round	Jouska Productions	Orlando	FL	UNITED STATES	Green	Comedy	LGBT,Comedy,Theatre,Drag,Black Comedy	13 and up	60	NO	NO	YES	Yes. About 25 minutes into the piece.	12	Mags and Erns are small town Texas folks stuck in a cycle of grief, until a visiting kid's attempt to help sends them into the psychedelic world of a high-stakes 70s gameshow.	For Mags Eagleton, the world has become a scary place kept at bay by game show marathons and dozing in the safety of her well-worn recliner. When her husband Erns rents their late son's bedroom to a modern kid who is visiting their rural Texas town for a music festival, things take a turn for the trippy. This rollicking comedy explores the difficulty of moving on and the psychedelic side effects of fear your doctor may not have warned you about.	Jouska Productions	jouskaproductions	@Jouska2019		Thursday, May 16th 11:00 PM Saturday, May 18th 5:30 PM Tuesday, May 21st 7:45 PM Friday, May 24th 10:45 PM Sunday, May 26th 6:45 PM	None		Becki 3/12		447	http://orlandofringe.showare.com/eventperformances.asp?evt=447
Support Your Loco Sheriff	Actorlando	Orlando	FL	UNITED STATES	BYOV - Breathrough Theatre of Winter Park	Theatre	Comedy,Theatre,Political,Debut	18 and up	60	NO	NO	YES	no	12	The current political scene is skewered as the Old West town of Rogers deals with gun control, sexual assault, prejudice, fake news and a comically grandstanding sheriff.	Does history repeat itself? Sheriff Jim McCoy is the worst kind of public servant... egotistical, money-hungry, and comically ignorant. He deals with the typical problems of the Old West: gun control, sexual assault, fake news, border control... and a nosy old lady. The town lawyer, Robert Steele, foolishly tries to downplay accusations against the sheriff of bullying, graft, prejudice, accidental shootings and unethical grandstanding.					Wednesday, May 15th 8:25 PM Saturday, May 18th 8:25 PM Wednesday, May 22nd 6:50 PM Thursday, May 23rd 10:00 PM Friday, May 24th 11:35 PM Saturday, May 25th 6:50 PM Sunday, May 26th 3:00 PM	Fringe Artist,Senior		Becki 3/12		446	http://orlandofringe.showare.com/eventperformances.asp?evt=446
Tadpoles: A Cummin' of Age Story	The Millennial Theatre Project	Orlando	FL	UNITED STATES	Red	Comedy	Comedy,World Premiere Experimental,Debut,First Time Writer New Company	18 and up	60	YES	NO	YES	Towards the end when they are in the flying V shape.	12	Follow the journey of Steve, Amber, and Chad to see which sperm will make it across the"golden bridge" and fulfill the prophecy to be reborn in a new life!	Tadpoles is a coming of age story about, well, CUM! Set in 'pro-state county' the community welcomes Steve, the 'new-cummer', into town and teaches him the ins and outs to fulfilling the prophecy. Fighting through “tremors”, engaging with the Ovarian Cyst-ters, and slaying the dreaded I.U.D monster, the town will stop at nothing to reach the "golden egg!"	www.facebook.com/TadpolesCummingofAgeStory/?modal=admin_todo_tour	tadpoles_ofring2019			Wednesday, May 15th        10:00 PM Friday, May 17th        9:15 PM Saturday, May 18th        10:30 PM Tuesday, May 21st        10:30 PM Thursday, May 23rd        9:00 PM Saturday, May 25th        11:00 PM	Fringe Artist,Student,Theme Park Employee	Yes, Tuesday May 21st at 10:30 PM	Becki 3/12		445	http://orlandofringe.showare.com/eventperformances.asp?evt=445
TJ Dawe: Operatic Panic Attack	Rapid Fire Theatre	Vancouver	British Columbia	CANADA	Green	Theatre	Storytelling,Theatre,One Person Show,Drama,Debut	13 and up	75	NO	NO	YES	No	12	Fringe fave TJ Dawe (Roller Coaster, Medicine, Marathon, The Slipknot) tells a story about sexual anxiety and beautiful music. "A master monologist" - Toronto Star	Fringe fave TJ Dawe (Roller Coaster, Medicine, Marathon, the Slipknot, Labrador) tells about being a theatre student, sexual anxiety and discovering beautiful music. "A master monologist" - Toronto Star "A flawless performer" - Charleston City Paper "Dawe has storytelling down to a fine art" - Vancouver Sun "A natural and prodigious gift for storytelling" - Montreal Gazette. This is TJ's 16th Orlando Fringe, and 114th Fringe overall.		@tj_dawe	@TJ_Dawe	www.tjdawe.ca	Wednesday, May 15th 6:45 PM Sunday, May 19th 4:00 PM Tuesday, May 21st 5:45 PM Thursday, May 23rd 8:00 PM Saturday, May 25th 7:00 PM Sunday, May 26th 11:00 AM			Becki 3/12		443	http://orlandofringe.showare.com/eventperformances.asp?evt=443
Tomatoes Tried to Kill Me but Banjos Saved My Life	Quivering Dendrites	Vancouver	British Columbia	CANADA	BYOV - Breakthrough Theatre of Winter Park	New Writing	Storytelling,Theatre,Family Friendly,One Person Show,Play With Songs	7 and up	60	NO	NO	NO	No	10	Evil Tomatoes! Heroic Banjos! An inspirational, true, one man show about triumph over obstacles. This show played to packed and enthusiastic houses in Canada in 2018.	Always wanted to learn how to play the banjo but your meteoric rise in the business world keeps holding you back? So you keep squirreling away banjos like acorns in your closet and putting off your banjo dreams? Me too! Let's talk.   "Funny, beautiful and deeply affecting" Vancouver Presents.   "You should absolutely see this show. It was raw, authentic and beautiful" Theatre Addicts, Vancouver	@tomatoestriedtokillme	@tomatoestriedtokillme	@tomatoestried2	Tomatoestriedtokillme.com	Wednesday, May 15th 6:50 PM Thursday, May 16th 8:25 PM Friday, May 17th 10:00 PM Saturday, May 18th 11:35 PM Sunday, May 19th 4:35 PM Monday, May 20th 8:25 PM			Becki 3/12		442	http://orlandofringe.showare.com/eventperformances.asp?evt=442
Twenty blocks north of the Rock Pile	Brooklyn Culture Jam	Brooklyn	NY	UNITED STATES	Purple	Theatre	Theatre,Political,One Person Show,Controversial,Debut	13 and up	60	NO	NO	NO	no	10	This is a true story about the 9/11 attack and everything that followed. It's the story of Ben, It's a story of suspicion and doubt and anger and how it drove one survivor to leave the US never to return.	This is the story of Ben, an aspiring actor who (like the rest of New York) woke to a beautiful day only to see the wall of smoke curling up in downtown Manhattan around the World Trade Centers. The attack (and subsequent controversy) awoke long-suppressed thoughts about the November day he awoke as a toddler in Dallas when Dealey Plaza became famous. TWENTY BLOCKS is a play about his growing suspicion and doubt and his decision to leave NY.	/clownhammerbombgod/	dmkinch	20blocksrockpile911play	https://brooklynculturejammers.com/2018/12/05/twenty-blocks-north-of-the-rock-pile-a-new-play-coming-to-florida/	Thursday, May 16th 8:30 PM Sunday, May 19th 12:00 PM Tuesday, May 21st 8:30 PM Friday, May 24th 7:30 PM			Becki 3/12		441	http://orlandofringe.showare.com/eventperformances.asp?evt=441
Vacuous	Merry Band Productions	Altamonte Springs	FL	UNITED STATES	Blue	Theatre	Comedy,Theatre,Debut	13 and up	50	NO	NO	YES	NO	5	A man who swears he's a writer, a boss who can't make up his mind, and a malfunctioning word processor bring you the first live case of writer's block.	An absurdist tragicomedy that offers a window to the mind of a blocked writer's musings. Under the micro-management of a superior without a clue, a word processor with great dramatic timing, and a not-so-fatal femme fatale, Willard needs to write something. He just doesn't know what yet.					Wednesday, May 15th 8:45 PM Sunday, May 19th 10:30 PM Wednesday, May 22nd 9:00 PM Sunday, May 26th 8:30 PM	None		Becki 3/12		440	http://orlandofringe.showare.com/eventperformances.asp?evt=440
VarieTEASE: Lilly Loses Everything	Blue LaLa Entertainment	Orlando	FL	UNITED STATES	BYOV -Black Venue	Dance	LGBT,Theatre,Dance,Drama,Debut	18 and up	50	NO	NO	NO	a strong maybe	12	An absurdist look at what happens when the Id is in the driver"s seat.	In this brand new absurd varieTEASE, the uncontrollable Lilly (Blue Star) wreaks havoc on anything and everyone that stands in the way of her journey through madness. Lilly must come to terms with who she is, where she is and what is missing.	https://www.facebook.com/TheVenueOrlando/	@thevenueorlando		www.thevenueorlando.com	Thursday, May 16th 7:30 PM Saturday, May 18th 9:00 PM Sunday, May 19th 9:00 PM Tuesday, May 21st 7:30 PM Thursday, May 23rd 9:00 PM Saturday, May 25th 4:30 PM			Becki 3/12		439	http://orlandofringe.showare.com/eventperformances.asp?evt=439
Viper's Brood	Misfit Arts	Winter Park	FL	UNITED STATES	Green	Musical	Storytelling,LGBT,Drama,Debut,First Time Writer New Company	13 and up	75	YES	NO	YES	No	10	Who warned you to escape the coming retribution? Join the Tigress, the Viper, the Witch, and the Fool on their musical journey through the mystic realm of tarot.	Imagine a world where god's rule from the stars demons walk the earth. From this world a manic librarian, a priestess to serve as her lover, a wandering mystic, and one handsome stranger invite you to take a step outside of what's real and come hear the tale of Viper's Brood.  Follow the Fool, The Queen of Wands, The High Priestess, and The Devil through their musical journey of the Tarot deck, and learn to see the world without your eyes.		VipersBrood			Thursday, May 16th 5:45 PM Sunday, May 19th 10:00 PM Tuesday, May 21st 9:30 PM Wednesday, May 22nd 10:45 PM Saturday, May 25th 10:45 PM			Becki 3/12		438	http://orlandofringe.showare.com/eventperformances.asp?evt=438
The Waffle House Daze	Wish Experience	Tampa	FL	UNITED STATES	BYOV- Rainbow Venue at The Center	Comedy	Storytelling,Comedy,One Person Show,Controversial,Black Comedy	18 and up	60	NO	NO	YES	no	12	Back after the Winter Mini-Fest! How do you like your hashbrowns? Smothered, covered, topped? Warning - Dark comedy about drug use & comfort food. ???? Saskatoon StarPhoenix	"her comic timing � and the growing dread of �what�s going to happen next?� that keep the audience hanging on." - Orlando Sentinel  Sold-out the first night of the Winter Mini-Fest! How do you like your hashbrowns? Smothered, covered, topped? Trish Parry reminisces on the South. Warning - Dark comedy about drug use & comfort food. ???? Saskatoon StarPhoenix	ActingTrish	elcapitanotrish	trishparry	www.trishparry.com	Saturday, May 18th 10:00 PM Thursday, May 23rd 5:15 PM Sunday, May 26th 9:00 PM			Becki 3/12		334	http://orlandofringe.showare.com/eventperformances.asp?evt=334
Walking In Their Shoes	Barbara Foster	Ocala	FL	UNITED STATES	Blue	New Writing	Storytelling,Theatre,Devised,One Person Show,Debut	13 and up	40	NO	NO	YES	No strobe effects	7	Exploring her range as an actor and writer, Barbara Foster steps into 8 pairs of shoes to bring 8 different characters to the stage in Walking in Their Shoes.	8 pairs of shoes. 8 different characters. All wrestling with their identity and place in the world.  The young girl trying to find a sense of peace within herself; the homeless woman reaching out for help; a police officer and the fearless teenager he arrests; a young man and his mother arguing but also beginning to see the good in each other; and a young couple exploring first love. Walking in Their Shoes written/performed by Barbara Foster		barbarafoster1		barbarafostercreations.com	Wednesday, May 15th 7:30 PM Sunday, May 19th 5:30 PM Friday, May 24th 5:30 PM Sunday, May 26th 7:15 PM			Becki 3/12		437	http://orlandofringe.showare.com/eventperformances.asp?evt=437
The War: An Immersive Audio Drama	Phoenix Tears Productions	Orlando	FL	UNITED STATES	In front of Orlando Rep Main Entrance	Physical Theatre	LGBT,Political,Interactive,Sight Specific	13 and up	60	YES	NO	NO	No	10	The creators of Stardust present a new immersive audio drama. Put on headphones & join time traveling research company SCROLL to discover what truly happened during The War.	From the company that brought you Stardust After Dark and Patron's Pick for Murder, comes a new immersive audio drama. Pop in a pair of headphones and join time traveling research company SCROLL as they attempt to discover what truly happened during The War.	/events/381222886048086/	phoenixtearspr	phoenixtearspr	www.phoenixtearsproductions.com	Friday, May 17th 8:00PM Saturday, May 18th 8:00PM Sunday, May 19th 6:00PM Wednesday, May 22nd 7:00PM Friday, May 24th 8:00PM Saturday, May 25th 8:00PM Sunday, May 26th 6:00PM Monday, May 27th 2:00PM	Fringe Artist,Fringe Volunteer		Becki 3/12		436	http://orlandofringe.showare.com/eventperformances.asp?evt=436
War Paint	Bored At Midnight Productions	Orlando	FL	UNITED STATES	Blue	Theatre	Storytelling,World Premiere Experimental,One Person Show,Feminist,First Time Writer New Company	13 and up	60	YES	NO	YES	No strobe effects	12	Lily E. Garnett dons her “war paint” to explore self-image, social conditioning, beauty standards, and how society values people, particularly women.	How many of life's battles would you face if you had the freedom to do so without hearsay opinions from others? You might emerge more valiant than you think...   Combining autobiography with storytelling, Lily E. Garnett dons her "war-paint" to explore self-image, social conditioning, beauty standards, and how society values people, particularly women.  . It's going to take her over an hour to get herself ready for this show.   Except it's not.	War-Paint-660887117647006/?modal=admin_todo_tour	@warpaintplay	@warpaintplay		Thursday, May 16th 10:30 PM Saturday, May 18th 8:30 PM Sunday, May 19th 4:00 PM Tuesday, May 21st 10:00 PM Saturday, May 25th 10:15 PM Sunday, May 26th 5:30 PM	Fringe Artist,Fringe Volunteer,Student,Military		Becki 3/12		435	http://orlandofringe.showare.com/eventperformances.asp?evt=435
Winnie's Rock Cauldron Cabaret	Jennica McCleary	Orlando	FL	UNITED STATES	BYOV - Black Venue	Musical	Comedy,Theatre,Dance,Over 18s,Parody	18 and up	60	NO	NO	YES	No	12	Your favorite soul sucking sirens of Salem, Sarah, Mary, & Winifred Sanderson, return to cast a spell sure to make you laugh, sing, and dance until you DIE! #rockthecauldron	Your favorite soul sucking sirens of Salem, Sarah, Mary, & Winifred Sanderson, return to cast a spell sure to make you laugh, sing, and dance until you DIE!   Bette Midler Tribute Artist, Jennica McCleary, is best known from Disney's 2015 debut of Hocus Pocus Villain Spelltacular. She's thrilled to have conjured this fan-fiction style concert, while battling breast cancer, to celebrate everyone's inner magical badass witch. #rockthecauldron	https://www.facebook.com/events/2376579792628354/	@jennicamccleary		www.jennicamccleary.com	Monday, May 20th 10:30 PM Tuesday, May 21st 9:00 PM Sunday, May 26th 4:30 PM	None		Becki 3/12		420	http://orlandofringe.showare.com/eventperformances.asp?evt=420
Wonders in Motion	2nd Sight Dance Company	Orlando	FL	UNITED STATES	Yellow	Dance	Comedy,Theatre,Family Friendly,Interactive,Dance	7 and up	60	YES	NO	NO	no	12	2nd Sight Dance is a dance company that delivers innovative & new ways to combine the art of dance with the art of magic & illusion to inspire and entertain audiences.	2nd Sight Dance started in 2015 under the artistic direction of Glynn Owens. 2nd Sight Dance incorporates the use of magic and illusion and seeks to be a leader in ground breaking ideas and imagination, expressed through various styles of dance choreography. 2nd Sight Dance premiered its first show in the 2015 Orlando International Fringe Festival, receiving rave reviews and being named "Top 5 New Acts" to see in its inaugural performance run.	2ndsightdance	2ndsightdance	2ndsightdance	www.2ndsightdance.com	Friday, May 17th        5:30 PM Saturday, May 18th        5:15 PM Wednesday, May 22nd        9:00 PM Saturday, May 25th        7:15 PM Sunday, May 26th        9:00 PM	Fringe Artist,Fringe Volunteer,Student		Becki 3/12		418	http://orlandofringe.showare.com/eventperformances.asp?evt=418
